,participant,generated_question,evaluation_question,section_id,answer,section_question_id,evaluation_question_id
239,eaol09,What are grand theories ?,Do you think being able to answer the question is important to work on the topic covered by the text?,229,2,229What are grand theories ?,8
240,eaol09,What are grand theories ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",229,2,229What are grand theories ?,9
241,eaol09,What are grand theories ?,Is it clear what the question asks for?,229,1,229What are grand theories ?,4
242,eaol09,What are grand theories ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",229,2,229What are grand theories ?,3
243,onor05,How long has the second had ?,Could you understand what the question is asking?,233,1,233How long has the second had ?,1
244,onor05,How long has the second had ?,Is the question related to the given text?,233,1,233How long has the second had ?,2
245,onor05,How long has the second had ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",233,2,233How long has the second had ?,3
246,onor05,How long has the second had ?,Is it clear what the question asks for?,233,2,233How long has the second had ?,4
247,onor05,How long has the second had ?,Could you rephrase the question to make it clearer and/or error-free?,233,1,233How long has the second had ?,5
248,onor05,How long has the second had ?,Are students reading the text probably able to answer the question?,233,1,233How long has the second had ?,6
249,onor05,How long has the second had ?,Which kind of information is needed to answer the question?,233,1,233How long has the second had ?,7
250,onor05,How long has the second had ?,Do you think being able to answer the question is important to work on the topic covered by the text?,233,1,233How long has the second had ?,8
251,onor05,How long has the second had ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",233,2,233How long has the second had ?,9
252,onor05,What is estimation ?,Could you understand what the question is asking?,238,1,238What is estimation ?,1
253,onor05,What is estimation ?,Is the question related to the given text?,238,1,238What is estimation ?,2
254,onor05,What is estimation ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",238,2,238What is estimation ?,3
255,onor05,What is estimation ?,Is it clear what the question asks for?,238,1,238What is estimation ?,4
256,onor05,What is estimation ?,Could you rephrase the question to make it clearer and/or error-free?,238,1,238What is estimation ?,5
257,onor05,What is estimation ?,Are students reading the text probably able to answer the question?,238,1,238What is estimation ?,6
258,onor05,What is estimation ?,Which kind of information is needed to answer the question?,238,2,238What is estimation ?,7
259,onor05,What is estimation ?,Do you think being able to answer the question is important to work on the topic covered by the text?,238,1,238What is estimation ?,8
260,onor05,What is estimation ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",238,1,238What is estimation ?,9
261,onor05,What is a conversion factor ?,Could you understand what the question is asking?,232,1,232What is a conversion factor ?,1
262,onor05,What is a conversion factor ?,Is the question related to the given text?,232,1,232What is a conversion factor ?,2
263,onor05,What is a conversion factor ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",232,1,232What is a conversion factor ?,3
264,onor05,What is a conversion factor ?,Is it clear what the question asks for?,232,1,232What is a conversion factor ?,4
265,onor05,What is a conversion factor ?,Could you rephrase the question to make it clearer and/or error-free?,232,2,232What is a conversion factor ?,5
266,onor05,What is a conversion factor ?,Are students reading the text probably able to answer the question?,232,1,232What is a conversion factor ?,6
267,onor05,What is a conversion factor ?,Which kind of information is needed to answer the question?,232,2,232What is a conversion factor ?,7
268,onor05,What is a conversion factor ?,Do you think being able to answer the question is important to work on the topic covered by the text?,232,1,232What is a conversion factor ?,8
269,onor05,What is a conversion factor ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",232,1,232What is a conversion factor ?,9
270,onor05,How is matter defined ?,Could you understand what the question is asking?,225,1,225How is matter defined ?,1
271,onor05,How is matter defined ?,Is the question related to the given text?,225,1,225How is matter defined ?,2
272,onor05,How is matter defined ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",225,1,225How is matter defined ?,3
273,onor05,How is matter defined ?,Is it clear what the question asks for?,225,1,225How is matter defined ?,4
274,onor05,How is matter defined ?,Could you rephrase the question to make it clearer and/or error-free?,225,2,225How is matter defined ?,5
275,onor05,How is matter defined ?,Are students reading the text probably able to answer the question?,225,1,225How is matter defined ?,6
276,onor05,How is matter defined ?,Which kind of information is needed to answer the question?,225,1,225How is matter defined ?,7
277,onor05,How is matter defined ?,Do you think being able to answer the question is important to work on the topic covered by the text?,225,1,225How is matter defined ?,8
278,onor05,How is matter defined ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",225,1,225How is matter defined ?,9
279,onor05,What is forensic psychology ?,Could you understand what the question is asking?,227,1,227What is forensic psychology ?,1
280,onor05,What is forensic psychology ?,Is the question related to the given text?,227,1,227What is forensic psychology ?,2
